brand,name,cpu_brand,cpu,cpu_cores,cpu_threads,memory,storage,gpu_brand,gpu,price,rating,review_count,source,crawl_date
acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),intel,core i5,14,20,16,512,nvidia,dedicated,1264.9397590361446,70,0,sohaibdevv,2026-09-05
hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),intel,core i3,2,4,8,1024,intel,integrated,420.3614457831325,58,0,sohaibdevv,2026-09-05
hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 3,4,8,8,512,amd,integrated,391.4457831325301,54,0,sohaibdevv,2026-09-05
hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,4,8,8,512,amd,integrated,522.8915662650602,52,0,sohaibdevv,2026-09-05
lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),intel,core i5,10,12,8,512,intel,integrated,493.855421686747,66,0,sohaibdevv,2026-09-05
acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,8,8,8,512,intel,integrated,373.3734939759036,49,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,16,512,amd,integrated,493.855421686747,64,0,sohaibdevv,2026-09-05
hp,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,2,4,8,512,intel,integrated,374.578313253012,60,0,sohaibdevv,2026-09-05
dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,12,16,8,512,nvidia,dedicated,831.2048192771084,74,0,sohaibdevv,2026-09-05
asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),amd,ryzen 9,8,16,16,1024,nvidia,dedicated,1161.313253012048,79,0,sohaibdevv,2026-09-05
asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,4,8,8,512,intel,integrated,530.0,60,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,4,8,8,512,nvidia,dedicated,550.0120481927711,67,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,16,512,amd,integrated,638.433734939759,65,0,sohaibdevv,2026-09-05
acer,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,4,8,16,512,intel,integrated,469.7590361445783,64,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,2,4,8,512,intel,integrated,403.49397590361446,56,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),apple,m2,8,8,8,256,apple,apple,1325.1807228915663,43,0,sohaibdevv,2026-09-05
asus,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),intel,core i7,14,20,16,512,intel,integrated,879.3975903614457,70,0,sohaibdevv,2026-09-05
hp,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,8,512,amd,integrated,487.93975903614455,60,0,sohaibdevv,2026-09-05
hp,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),intel,core ultra 7,16,22,32,2048,intel,dedicated,2437.8313253012047,82,0,sohaibdevv,2026-09-05
lenovo,Lenovo V15 G4 82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,4,8,8,512,amd,integrated,433.6144578313253,60,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,4,8,8,512,intel,integrated,542.0481927710844,64,0,sohaibdevv,2026-09-05
dell,Dell 5530 G15 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i9,24,32,16,1024,nvidia,dedicated,1789.0361445783133,78,0,sohaibdevv,2026-09-05
hp,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),intel,core ultra 7,16,22,32,1024,intel,dedicated,1998.7951807228915,76,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),apple,m3,12,12,36,512,apple,apple,3492.7710843373493,63,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),apple,m3,14,14,36,1024,apple,apple,4215.6626506024095,64,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),apple,m3,12,12,8,512,apple,apple,3010.843373493976,58,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),apple,m3,11,11,8,512,apple,apple,2408.4337349397592,56,0,sohaibdevv,2026-09-05
lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i7,16,24,16,1024,nvidia,dedicated,1843.2530120481927,77,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,6,8,8,512,intel,integrated,457.71084337349396,59,0,sohaibdevv,2026-09-05
hp,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,8,12,8,512,nvidia,dedicated,734.8192771084338,64,0,sohaibdevv,2026-09-05
hp,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),amd,ryzen 7,8,16,16,512,amd,integrated,614.4457831325301,58,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),intel,core i5,10,12,16,1024,intel,integrated,795.0602409638554,53,0,sohaibdevv,2026-09-05
acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,4,8,8,512,amd,integrated,397.4698795180723,54,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,16,512,intel,integrated,578.1927710843373,62,0,sohaibdevv,2026-09-05
lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1592.6506024096386,83,0,sohaibdevv,2026-09-05
ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),intel,celeron,2,2,4,256,intel,integrated,180.6024096385542,45,0,sohaibdevv,2026-09-05
zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,409.51807228915663,65,0,sohaibdevv,2026-09-05
hp,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),intel,core ultra 7,16,22,32,1024,intel,dedicated,1998.7951807228915,76,0,sohaibdevv,2026-09-05
hp,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,478.31325301204816,59,0,sohaibdevv,2026-09-05
zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),intel,core i5,4,8,16,512,intel,integrated,397.4698795180723,63,0,sohaibdevv,2026-09-05
zebronics,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),intel,core i7,10,12,16,1024,intel,integrated,638.433734939759,72,0,sohaibdevv,2026-09-05
zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),intel,core i3,4,8,8,512,intel,integrated,361.32530120481925,56,0,sohaibdevv,2026-09-05
hp,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),intel,core i5,10,12,16,1024,intel,integrated,827.8313253012049,67,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),amd,ryzen 5,6,12,8,512,nvidia,dedicated,743.5180722891566,60,0,sohaibdevv,2026-09-05
asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1108.313253012048,71,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,8,12,8,512,nvidia,dedicated,734.8192771084338,66,0,sohaibdevv,2026-09-05
chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),intel,core i3,6,8,12,512,intel,integrated,397.4698795180723,50,0,sohaibdevv,2026-09-05
acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,12,16,16,512,intel,integrated,879.3975903614457,64,0,sohaibdevv,2026-09-05
hp,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),amd,ryzen 3,2,4,8,512,amd,integrated,289.144578313253,49,0,sohaibdevv,2026-09-05
gigabyte,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,867.3493975903615,67,0,sohaibdevv,2026-09-05
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,12,16,16,512,intel,integrated,1023.9759036144578,69,0,sohaibdevv,2026-09-05
asus,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),intel,celeron,2,2,4,64,intel,integrated,216.74698795180723,35,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),intel,celeron,2,2,8,256,intel,integrated,310.72289156626505,50,0,sohaibdevv,2026-09-05
hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),amd,ryzen 5,6,12,8,256,amd,integrated,385.5301204819277,56,0,sohaibdevv,2026-09-05
acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i9,24,32,16,1024,nvidia,dedicated,2168.5542168674697,78,0,sohaibdevv,2026-09-05
asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i7,8,16,16,512,nvidia,dedicated,879.3975903614457,71,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),intel,core i7,10,16,16,1024,nvidia,dedicated,1118.0722891566265,76,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 7,8,16,16,512,amd,integrated,590.2409638554217,64,0,sohaibdevv,2026-09-05
msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),intel,core i7,10,12,16,512,intel,integrated,662.5301204819277,60,0,sohaibdevv,2026-09-05
wings,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),intel,core i7,4,8,16,512,intel,integrated,481.8072289156627,58,0,sohaibdevv,2026-09-05
wings,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),intel,core i3,4,8,8,256,intel,integrated,301.0843373493976,49,0,sohaibdevv,2026-09-05
msi,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,6,12,16,1024,nvidia,dedicated,746.8674698795181,73,0,sohaibdevv,2026-09-05
infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),intel,core i5,10,12,16,512,intel,integrated,469.7590361445783,56,0,sohaibdevv,2026-09-05
hp,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),intel,core i5,10,12,16,1024,intel,integrated,879.5060240963855,63,0,sohaibdevv,2026-09-05
msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,6,12,8,512,nvidia,dedicated,638.433734939759,65,0,sohaibdevv,2026-09-05
msi,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,6,12,16,1024,nvidia,dedicated,758.9156626506024,73,0,sohaibdevv,2026-09-05
hp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1049.2771084337348,76,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,12,16,16,512,intel,integrated,850.4819277108434,62,0,sohaibdevv,2026-09-05
lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,807.1084337349398,69,0,sohaibdevv,2026-09-05
lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),intel,core i7,10,16,16,512,nvidia,dedicated,1385.421686746988,63,0,sohaibdevv,2026-09-05
lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),intel,core i7,10,16,16,512,nvidia,dedicated,1204.698795180723,67,0,sohaibdevv,2026-09-05
hp,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),intel,core i3,2,4,8,512,intel,integrated,421.56626506024094,63,0,sohaibdevv,2026-09-05
hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,6,12,16,512,nvidia,dedicated,777.1084337349398,75,0,sohaibdevv,2026-09-05
hp,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),intel,core i7,20,28,16,1024,nvidia,dedicated,2126.4939759036147,85,0,sohaibdevv,2026-09-05
jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),other,other,8,0,4,64,arm,integrated,177.12048192771084,24,0,sohaibdevv,2026-09-05
asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,12,16,16,512,intel,integrated,903.4939759036145,65,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),intel,core i7,10,16,16,512,nvidia,dedicated,1264.9397590361446,76,0,sohaibdevv,2026-09-05
hp,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,1144.4578313253012,70,0,sohaibdevv,2026-09-05
dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),intel,core i5,12,16,16,1024,nvidia,dedicated,933.6144578313254,73,0,sohaibdevv,2026-09-05
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,2,4,8,512,intel,integrated,301.0843373493976,50,0,sohaibdevv,2026-09-05
msi,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,4,8,16,512,intel,integrated,481.8072289156627,62,0,sohaibdevv,2026-09-05
hp,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 7,8,16,16,512,amd,integrated,674.5783132530121,63,0,sohaibdevv,2026-09-05
infinix,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),intel,core i5,12,16,16,512,intel,integrated,590.2409638554217,57,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),amd,ryzen 5,6,12,8,512,amd,integrated,472.7710843373494,63,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i7,10,16,16,512,nvidia,dedicated,1085.0602409638554,77,0,sohaibdevv,2026-09-05
asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),intel,core i5,12,16,16,512,nvidia,dedicated,1033.7349397590363,76,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,8,12,8,512,nvidia,dedicated,698.6746987951807,70,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,12,16,16,512,intel,integrated,734.8192771084338,66,0,sohaibdevv,2026-09-05
hp,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),intel,core i5,12,16,16,512,intel,integrated,879.7590361445783,66,0,sohaibdevv,2026-09-05
msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),intel,core i7,10,12,16,512,intel,integrated,650.4819277108434,65,0,sohaibdevv,2026-09-05
msi,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,6,12,16,512,nvidia,dedicated,686.6265060240963,72,0,sohaibdevv,2026-09-05
lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),intel,core i3,6,8,8,512,intel,integrated,397.34939759036143,53,0,sohaibdevv,2026-09-05
msi,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,16,512,intel,integrated,445.66265060240966,62,0,sohaibdevv,2026-09-05
asus,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 5,6,12,8,512,nvidia,dedicated,722.7710843373494,60,0,sohaibdevv,2026-09-05
asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,2,4,8,512,intel,integrated,385.421686746988,59,0,sohaibdevv,2026-09-05
apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),apple,m2,8,8,8,512,apple,apple,1746.867469879518,56,0,sohaibdevv,2026-09-05
infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),intel,core i3,2,4,8,512,intel,integrated,313.13253012048193,57,0,sohaibdevv,2026-09-05
acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,6,8,8,512,intel,integrated,385.421686746988,57,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,10,12,16,512,intel,integrated,690.3614457831326,62,0,sohaibdevv,2026-09-05
acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),intel,core i3,2,4,8,256,intel,integrated,361.32530120481925,59,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 5,6,12,8,512,amd,dedicated,602.289156626506,65,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,12,16,16,512,intel,integrated,680.722891566265,64,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),amd,ryzen 7,8,16,16,512,amd,integrated,686.6265060240963,58,0,sohaibdevv,2026-09-05
acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,734.8192771084338,70,0,sohaibdevv,2026-09-05
acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,10,12,16,512,nvidia,dedicated,686.6265060240963,67,0,sohaibdevv,2026-09-05
asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),amd,ryzen 9,8,16,16,1024,amd,dedicated,1445.6626506024097,80,0,sohaibdevv,2026-09-05
asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i9,24,32,16,1024,nvidia,dedicated,2168.5542168674697,77,0,sohaibdevv,2026-09-05
asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i9,24,32,16,1024,nvidia,dedicated,2289.0361445783133,79,0,sohaibdevv,2026-09-05
asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),intel,core i7,14,20,16,1024,nvidia,dedicated,1463.7228915662652,78,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,8,512,intel,integrated,576.2650602409639,64,0,sohaibdevv,2026-09-05
hp,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),intel,core i5,4,8,16,512,intel,integrated,632.4096385542168,65,0,sohaibdevv,2026-09-05
msi,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,819.156626506024,73,0,sohaibdevv,2026-09-05
hp,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,484.2168674698795,59,0,sohaibdevv,2026-09-05
hp,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,10,12,16,512,intel,integrated,746.8674698795181,57,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,12,16,16,512,nvidia,dedicated,1084.2168674698796,67,0,sohaibdevv,2026-09-05
asus,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,6,12,8,512,nvidia,dedicated,670.9518072289156,64,0,sohaibdevv,2026-09-05
hp,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),intel,core i7,12,16,16,1024,intel,integrated,1078.1927710843374,69,0,sohaibdevv,2026-09-05
acer,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),intel,core i7,16,24,16,1024,nvidia,dedicated,1445.6626506024097,75,0,sohaibdevv,2026-09-05
msi,MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,8,12,16,512,nvidia,dedicated,789.0361445783133,69,0,sohaibdevv,2026-09-05
hp,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 3,4,8,8,512,amd,integrated,421.56626506024094,54,0,sohaibdevv,2026-09-05
