brand,name,cpu_brand,cpu,cpu_cores,cpu_threads,memory,storage,gpu_brand,gpu,price,rating,review_count,source,crawl_date
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),amd,ryzen 7,8,16,16,512,amd,integrated,843.2530120481928,70,0,sohaibdevv,2026-09-05
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,12,16,16,512,intel,integrated,951.6867469879518,65,0,sohaibdevv,2026-09-05
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),intel,core i9,14,20,16,1024,intel,integrated,1273.9638554216867,71,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,6,8,8,512,intel,integrated,517.9518072289156,59,0,sohaibdevv,2026-09-05
honor,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,8,12,16,512,intel,integrated,662.5301204819277,66,0,sohaibdevv,2026-09-05
lenovo,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),amd,other,2,2,8,256,amd,integrated,264.93975903614455,53,0,sohaibdevv,2026-09-05
lenovo,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),intel,core i3,6,8,8,512,intel,integrated,402.4096385542169,53,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 5,6,12,8,512,amd,dedicated,614.3373493975904,67,0,sohaibdevv,2026-09-05
dell,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,16,512,amd,integrated,614.3373493975904,68,0,sohaibdevv,2026-09-05
msi,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),amd,ryzen 5,6,12,16,512,amd,integrated,530.0,62,0,sohaibdevv,2026-09-05
acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),intel,core i3,8,8,8,256,intel,integrated,337.2289156626506,49,0,sohaibdevv,2026-09-05
msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i7,10,16,16,1024,nvidia,dedicated,1276.987951807229,79,0,sohaibdevv,2026-09-05
hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),amd,ryzen 7,8,16,8,512,amd,integrated,566.144578313253,68,0,sohaibdevv,2026-09-05
acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),intel,core i5,10,12,12,512,intel,integrated,566.144578313253,67,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,16,512,amd,integrated,650.4819277108434,65,0,sohaibdevv,2026-09-05
asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,4,8,16,512,amd,integrated,585.289156626506,60,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 7,8,16,16,512,amd,integrated,855.3012048192771,65,0,sohaibdevv,2026-09-05
samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,8,512,intel,integrated,843.2530120481928,56,0,sohaibdevv,2026-09-05
samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),intel,core i7,10,12,16,512,intel,integrated,915.5421686746988,60,0,sohaibdevv,2026-09-05
infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),intel,core i3,2,4,8,256,intel,integrated,301.0843373493976,52,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 7,8,16,16,512,nvidia,dedicated,855.3012048192771,69,0,sohaibdevv,2026-09-05
asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,2,4,8,512,intel,integrated,372.1686746987952,50,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 5,6,12,8,512,amd,dedicated,626.3855421686746,67,0,sohaibdevv,2026-09-05
hp,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,6,12,16,512,nvidia,dedicated,698.6746987951807,73,0,sohaibdevv,2026-09-05
hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),intel,core i5,4,8,8,512,intel,integrated,583.7349397590361,62,0,sohaibdevv,2026-09-05
hp,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,10,12,16,512,intel,integrated,963.7349397590361,71,0,sohaibdevv,2026-09-05
hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),intel,core i5,10,12,16,512,intel,integrated,770.9638554216867,64,0,sohaibdevv,2026-09-05
hp,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),amd,other,2,2,4,256,amd,integrated,232.51807228915663,39,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,12,16,16,512,intel,integrated,843.3614457831326,62,0,sohaibdevv,2026-09-05
asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,12,16,16,512,intel,integrated,754.2168674698795,73,0,sohaibdevv,2026-09-05
lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1204.698795180723,78,0,sohaibdevv,2026-09-05
msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i7,14,20,16,512,nvidia,dedicated,1011.9277108433735,78,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),amd,ryzen 5,6,12,8,512,nvidia,dedicated,721.3373493975904,71,0,sohaibdevv,2026-09-05
hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,10,12,16,512,intel,integrated,686.7349397590361,54,0,sohaibdevv,2026-09-05
asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),amd,ryzen 9,8,16,16,1024,nvidia,dedicated,1746.867469879518,85,0,sohaibdevv,2026-09-05
hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,2,4,8,512,intel,integrated,489.26506024096386,58,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),amd,ryzen 5,6,12,16,512,nvidia,dedicated,783.0120481927711,74,0,sohaibdevv,2026-09-05
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),apple,m2,8,8,8,512,apple,apple,1602.289156626506,45,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),apple,m2,8,8,8,512,apple,apple,1650.4819277108434,45,0,sohaibdevv,2026-09-05
samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,8,512,intel,integrated,662.5301204819277,59,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),intel,celeron,4,2,4,128,intel,integrated,301.0843373493976,49,0,sohaibdevv,2026-09-05
hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),intel,core i5,12,16,8,512,intel,integrated,770.9638554216867,62,0,sohaibdevv,2026-09-05
hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),amd,other,2,2,8,1024,amd,integrated,301.0843373493976,52,0,sohaibdevv,2026-09-05
samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),intel,core i7,8,16,16,512,intel,integrated,1409.5180722891566,68,0,sohaibdevv,2026-09-05
hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,8,512,amd,integrated,503.0120481927711,64,0,sohaibdevv,2026-09-05
realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),intel,core i3,2,4,8,256,intel,integrated,445.66265060240966,52,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),intel,core i5,4,8,8,1024,intel,integrated,628.9036144578313,56,0,sohaibdevv,2026-09-05
avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),amd,ryzen 5,4,8,8,512,amd,integrated,257.71084337349396,56,0,sohaibdevv,2026-09-05
hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),intel,core i5,4,8,8,512,intel,integrated,1089.9277108433735,56,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),intel,core i7,4,8,8,256,nvidia,dedicated,1060.120481927711,67,0,sohaibdevv,2026-09-05
chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),intel,other,4,4,8,256,intel,integrated,264.93975903614455,50,0,sohaibdevv,2026-09-05
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,4,8,16,512,intel,integrated,421.56626506024094,54,0,sohaibdevv,2026-09-05
avita,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),amd,ryzen 5,6,12,8,512,amd,integrated,396.9759036144578,50,0,sohaibdevv,2026-09-05
lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),intel,core i5,5,5,8,1024,intel,integrated,1807.2289156626507,64,0,sohaibdevv,2026-09-05
dell,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i9,24,32,16,1024,nvidia,dedicated,2511.9277108433735,80,0,sohaibdevv,2026-09-05
hp,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,8,512,amd,integrated,957.433734939759,64,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,8,12,16,512,intel,integrated,686.6265060240963,57,0,sohaibdevv,2026-09-05
lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,662.5301204819277,58,0,sohaibdevv,2026-09-05
hp,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),intel,core i5,10,12,8,512,intel,integrated,692.7710843373494,51,0,sohaibdevv,2026-09-05
hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),intel,core i5,10,12,8,512,intel,integrated,657.8192771084338,58,0,sohaibdevv,2026-09-05
lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),intel,core i5,10,12,8,512,intel,integrated,759.0240963855422,62,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,8,512,amd,integrated,439.6385542168675,50,0,sohaibdevv,2026-09-05
lenovo,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),intel,core i5,4,8,8,512,intel,integrated,554.0963855421687,58,0,sohaibdevv,2026-09-05
lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),intel,core i5,4,8,8,512,intel,integrated,566.144578313253,62,0,sohaibdevv,2026-09-05
msi,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),intel,core i7,8,16,16,1024,nvidia,dedicated,799.3975903614457,69,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),intel,core i7,10,12,16,512,intel,integrated,758.9156626506024,66,0,sohaibdevv,2026-09-05
dell,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",amd,ryzen 3,4,8,8,512,amd,integrated,442.5421686746988,53,0,sohaibdevv,2026-09-05
hp,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 7,8,16,16,512,amd,integrated,625.3132530120482,62,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,6,8,8,512,intel,integrated,721.566265060241,58,0,sohaibdevv,2026-09-05
lenovo,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),intel,core i5,8,12,16,1024,intel,integrated,891.4457831325301,57,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),intel,core i5,8,12,16,1024,intel,integrated,746.8674698795181,60,0,sohaibdevv,2026-09-05
hp,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),intel,core i7,10,12,8,512,intel,integrated,810.6987951807229,52,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),intel,core i3,2,4,8,512,intel,integrated,421.56626506024094,49,0,sohaibdevv,2026-09-05
lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),intel,core i5,10,12,8,512,intel,integrated,902.4096385542168,63,0,sohaibdevv,2026-09-05
dell,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),intel,core i5,10,12,16,512,intel,integrated,1831.3253012048192,59,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),intel,core i3,2,4,8,256,intel,integrated,385.421686746988,51,0,sohaibdevv,2026-09-05
acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,8,8,8,512,intel,integrated,361.32530120481925,47,0,sohaibdevv,2026-09-05
acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),intel,core i5,4,8,16,1024,intel,integrated,560.2409638554217,64,0,sohaibdevv,2026-09-05
lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),intel,core i7,10,12,16,1024,intel,integrated,2638.4337349397592,64,0,sohaibdevv,2026-09-05
avita,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,392.1686746987952,51,0,sohaibdevv,2026-09-05
acer,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),intel,core i7,4,8,16,512,intel,integrated,602.289156626506,64,0,sohaibdevv,2026-09-05
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),intel,core i5,10,12,16,512,intel,integrated,542.156626506024,64,0,sohaibdevv,2026-09-05
acer,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,8,512,intel,integrated,518.0602409638554,62,0,sohaibdevv,2026-09-05
avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),intel,celeron,2,2,8,256,intel,integrated,233.9879518072289,41,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),apple,m3,8,8,8,1024,apple,apple,2287.9518072289156,53,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),apple,m3,12,12,8,1024,apple,apple,2890.3614457831327,58,0,sohaibdevv,2026-09-05
lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),intel,core i7,12,16,16,1024,intel,integrated,1484.2168674698796,67,0,sohaibdevv,2026-09-05
asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),intel,celeron,2,2,8,128,intel,integrated,395.48192771084337,37,0,sohaibdevv,2026-09-05
lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),amd,ryzen 5,6,12,8,512,nvidia,dedicated,831.2048192771084,66,0,sohaibdevv,2026-09-05
acer,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),intel,core i5,10,12,8,512,intel,integrated,566.144578313253,63,0,sohaibdevv,2026-09-05
lenovo,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),amd,ryzen 7,8,16,16,512,nvidia,dedicated,1300.132530120482,75,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),amd,ryzen 5,4,8,8,512,nvidia,dedicated,625.2289156626506,65,0,sohaibdevv,2026-09-05
asus,Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),intel,celeron,2,2,8,128,intel,integrated,363.8433734939759,44,0,sohaibdevv,2026-09-05
avita,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),intel,celeron,2,2,8,512,intel,integrated,253.0,43,0,sohaibdevv,2026-09-05
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),apple,m3,8,8,8,512,apple,apple,2046.987951807229,51,0,sohaibdevv,2026-09-05
hp,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),intel,core i7,10,12,16,512,intel,integrated,1871.0722891566265,70,0,sohaibdevv,2026-09-05
hp,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1348.710843373494,78,0,sohaibdevv,2026-09-05
hp,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,16,512,intel,integrated,922.8795180722891,69,0,sohaibdevv,2026-09-05
hp,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),intel,core i3,6,8,8,512,intel,integrated,493.855421686747,57,0,sohaibdevv,2026-09-05
acer,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),intel,core i5,4,8,8,1024,intel,integrated,560.1204819277109,63,0,sohaibdevv,2026-09-05
lenovo,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),intel,core i5,10,12,8,512,intel,integrated,566.144578313253,57,0,sohaibdevv,2026-09-05
hp,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i7,10,16,16,512,nvidia,dedicated,1198.433734939759,77,0,sohaibdevv,2026-09-05
lenovo,Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),intel,core i9,24,32,32,1024,nvidia,dedicated,4326.44578313253,86,0,sohaibdevv,2026-09-05
microsoft,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),intel,core i5,10,12,8,256,intel,integrated,963.7349397590361,58,0,sohaibdevv,2026-09-05
acer,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),intel,core i5,10,12,16,512,intel,integrated,686.6265060240963,56,0,sohaibdevv,2026-09-05
acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),amd,ryzen 5,6,12,16,1024,amd,integrated,479.51807228915663,62,0,sohaibdevv,2026-09-05
dell,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),intel,core i5,10,12,8,512,intel,integrated,1072.1686746987953,64,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,4,8,16,512,nvidia,dedicated,664.9397590361446,70,0,sohaibdevv,2026-09-05
hp,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1361.3253012048192,76,0,sohaibdevv,2026-09-05
asus,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),amd,ryzen 7,8,16,16,1024,nvidia,dedicated,1042.1686746987953,67,0,sohaibdevv,2026-09-05
msi,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),intel,core i7,16,24,16,1024,nvidia,dedicated,2409.5180722891564,80,0,sohaibdevv,2026-09-05
dell,Dell G15-5530 15 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),intel,core i7,14,20,16,1024,nvidia,dedicated,1270.9638554216867,75,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Flex 5 82R9008FIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,6,12,16,512,amd,integrated,746.8674698795181,69,0,sohaibdevv,2026-09-05
asus,Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),amd,ryzen 5,4,8,8,512,amd,integrated,572.8915662650602,58,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),amd,ryzen 5,6,12,16,1024,intel,integrated,783.0120481927711,65,0,sohaibdevv,2026-09-05
lenovo,Lenovo Thinkpad L14 Gen 2 20X1S10V00 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),intel,core i3,2,4,8,512,intel,integrated,596.3734939759037,54,0,sohaibdevv,2026-09-05
lenovo,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 5,4,8,8,512,amd,integrated,445.66265060240966,53,0,sohaibdevv,2026-09-05
hp,HP Omen 16-k0789TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),intel,core i5,12,16,16,512,nvidia,dedicated,1096.3734939759036,72,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),intel,core i3,6,8,8,256,intel,integrated,416.7469879518072,57,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),amd,ryzen 3,4,8,8,512,amd,integrated,391.4457831325301,56,0,sohaibdevv,2026-09-05
asus,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),intel,core i5,12,16,16,512,nvidia,dedicated,1194.1084337349398,69,0,sohaibdevv,2026-09-05
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),intel,core i5,4,8,8,512,nvidia,dedicated,671.0843373493976,69,0,sohaibdevv,2026-09-05
